store_id,item_id,wm_yr_wk,sell_price
CA_1,HOBBIES_1_001,11325,9.58
CA_1,HOBBIES_1_001,11326,9.58
CA_1,HOBBIES_1_001,11327,8.26
CA_1,HOBBIES_1_001,11328,8.26
CA_1,HOBBIES_1_001,11329,8.26
CA_1,HOBBIES_1_001,11330,8.26
CA_1,HOBBIES_1_001,11331,8.26
CA_1,HOBBIES_1_001,11332,8.26
CA_1,HOBBIES_1_001,11333,8.26
CA_1,HOBBIES_1_001,11334,8.26
CA_1,HOBBIES_1_001,11335,8.26
CA_1,HOBBIES_1_001,11336,8.26
CA_1,HOBBIES_1_001,11337,8.26
CA_1,HOBBIES_1_001,11338,8.26
CA_1,HOBBIES_1_001,11339,8.26
CA_1,HOBBIES_1_001,11340,8.26
CA_1,HOBBIES_1_001,11341,8.26
CA_1,HOBBIES_1_001,11342,8.26
CA_1,HOBBIES_1_001,11343,8.26
CA_1,HOBBIES_1_001,11344,8.26
CA_1,HOBBIES_1_001,11345,8.26
CA_1,HOBBIES_1_001,11346,8.26
CA_1,HOBBIES_1_001,11347,8.26
CA_1,HOBBIES_1_001,11348,8.26
CA_1,HOBBIES_1_001,11349,8.26
CA_1,HOBBIES_1_001,11350,8.26
CA_1,HOBBIES_1_001,11351,8.26
CA_1,HOBBIES_1_001,11352,8.26
CA_1,HOBBIES_1_001,11353,8.26
CA_1,HOBBIES_1_001,11401,8.26
CA_1,HOBBIES_1_001,11402,8.26
CA_1,HOBBIES_1_001,11403,8.26
CA_1,HOBBIES_1_001,11404,8.26
CA_1,HOBBIES_1_001,11405,8.26
CA_1,HOBBIES_1_001,11406,8.26
CA_1,HOBBIES_1_001,11407,8.26
CA_1,HOBBIES_1_001,11408,8.26
CA_1,HOBBIES_1_001,11409,8.26
CA_1,HOBBIES_1_001,11410,8.26
CA_1,HOBBIES_1_001,11411,8.26
CA_1,HOBBIES_1_001,11412,8.26
CA_1,HOBBIES_1_001,11413,8.26
CA_1,HOBBIES_1_001,11414,8.26
CA_1,HOBBIES_1_001,11415,8.26
CA_1,HOBBIES_1_001,11416,8.26
CA_1,HOBBIES_1_001,11417,8.26
CA_1,HOBBIES_1_001,11418,8.26
CA_1,HOBBIES_1_001,11419,8.26
CA_1,HOBBIES_1_001,11420,8.26
CA_1,HOBBIES_1_001,11421,8.26
CA_1,HOBBIES_1_001,11422,8.26
CA_1,HOBBIES_1_001,11423,8.26
CA_1,HOBBIES_1_001,11424,8.26
CA_1,HOBBIES_1_001,11425,8.26
CA_1,HOBBIES_1_001,11426,8.26
CA_1,HOBBIES_1_001,11427,8.26
CA_1,HOBBIES_1_001,11428,8.26
CA_1,HOBBIES_1_001,11429,8.26
CA_1,HOBBIES_1_001,11430,8.26
CA_1,HOBBIES_1_001,11431,8.26
CA_1,HOBBIES_1_001,11432,8.26
CA_1,HOBBIES_1_001,11433,8.26
CA_1,HOBBIES_1_001,11434,8.26
CA_1,HOBBIES_1_001,11435,8.26
CA_1,HOBBIES_1_001,11436,8.26
CA_1,HOBBIES_1_001,11437,8.26
CA_1,HOBBIES_1_001,11438,8.26
CA_1,HOBBIES_1_001,11439,8.26
CA_1,HOBBIES_1_001,11440,8.26
CA_1,HOBBIES_1_001,11441,8.26
CA_1,HOBBIES_1_001,11442,8.26
CA_1,HOBBIES_1_001,11443,8.26
CA_1,HOBBIES_1_001,11444,8.26
CA_1,HOBBIES_1_001,11445,8.26
CA_1,HOBBIES_1_001,11446,8.26
CA_1,HOBBIES_1_001,11447,8.26
CA_1,HOBBIES_1_001,11448,8.26
CA_1,HOBBIES_1_001,11449,8.26
CA_1,HOBBIES_1_001,11450,8.26
CA_1,HOBBIES_1_001,11451,8.26
CA_1,HOBBIES_1_001,11452,8.26
CA_1,HOBBIES_1_001,11501,8.26
CA_1,HOBBIES_1_001,11502,8.26
CA_1,HOBBIES_1_001,11503,8.26
CA_1,HOBBIES_1_001,11504,8.26
CA_1,HOBBIES_1_001,11505,8.26
CA_1,HOBBIES_1_001,11506,8.26
CA_1,HOBBIES_1_001,11507,8.26
CA_1,HOBBIES_1_001,11508,8.26
CA_1,HOBBIES_1_001,11509,8.26
CA_1,HOBBIES_1_001,11510,8.26
CA_1,HOBBIES_1_001,11511,8.26
CA_1,HOBBIES_1_001,11512,8.26
CA_1,HOBBIES_1_001,11513,8.26
CA_1,HOBBIES_1_001,11514,8.26
CA_1,HOBBIES_1_001,11515,8.26
CA_1,HOBBIES_1_001,11516,8.26
CA_1,HOBBIES_1_001,11517,8.26
CA_1,HOBBIES_1_001,11518,8.26
CA_1,HOBBIES_1_001,11519,8.26
CA_1,HOBBIES_1_001,11520,8.26
CA_1,HOBBIES_1_001,11521,8.26
CA_1,HOBBIES_1_001,11522,8.26
CA_1,HOBBIES_1_001,11523,8.26
CA_1,HOBBIES_1_001,11524,8.26
CA_1,HOBBIES_1_001,11525,8.26
CA_1,HOBBIES_1_001,11526,8.26
CA_1,HOBBIES_1_001,11527,8.26
CA_1,HOBBIES_1_001,11528,8.26
CA_1,HOBBIES_1_001,11529,8.26
CA_1,HOBBIES_1_001,11530,8.26
CA_1,HOBBIES_1_001,11531,8.26
CA_1,HOBBIES_1_001,11532,8.26
CA_1,HOBBIES_1_001,11533,8.26
CA_1,HOBBIES_1_001,11534,8.26
CA_1,HOBBIES_1_001,11535,8.26
CA_1,HOBBIES_1_001,11536,8.26
CA_1,HOBBIES_1_001,11537,8.26
CA_1,HOBBIES_1_001,11538,8.26
CA_1,HOBBIES_1_001,11539,8.26
CA_1,HOBBIES_1_001,11540,8.26
CA_1,HOBBIES_1_001,11541,8.26
CA_1,HOBBIES_1_001,11542,8.26
CA_1,HOBBIES_1_001,11543,8.26
CA_1,HOBBIES_1_001,11544,8.26
CA_1,HOBBIES_1_001,11545,8.26
CA_1,HOBBIES_1_001,11546,8.26
CA_1,HOBBIES_1_001,11547,8.26
CA_1,HOBBIES_1_001,11548,8.26
CA_1,HOBBIES_1_001,11549,8.26
CA_1,HOBBIES_1_001,11550,8.26
CA_1,HOBBIES_1_001,11551,8.26
CA_1,HOBBIES_1_001,11552,8.26
CA_1,HOBBIES_1_001,11601,8.26
CA_1,HOBBIES_1_001,11602,8.26
CA_1,HOBBIES_1_001,11603,8.26
CA_1,HOBBIES_1_001,11604,8.26
CA_1,HOBBIES_1_001,11605,8.26
CA_1,HOBBIES_1_001,11606,8.26
CA_1,HOBBIES_1_001,11607,8.26
CA_1,HOBBIES_1_001,11608,8.26
CA_1,HOBBIES_1_001,11609,8.26
CA_1,HOBBIES_1_001,11610,8.26
CA_1,HOBBIES_1_001,11611,8.38
CA_1,HOBBIES_1_001,11612,8.38
CA_1,HOBBIES_1_001,11613,8.38
CA_1,HOBBIES_1_001,11614,8.38
CA_1,HOBBIES_1_001,11615,8.38
CA_1,HOBBIES_1_001,11616,8.38
CA_1,HOBBIES_1_001,11617,8.38
CA_1,HOBBIES_1_001,11618,8.38
CA_1,HOBBIES_1_001,11619,8.38
CA_1,HOBBIES_1_001,11620,8.38
CA_1,HOBBIES_1_001,11621,8.38
CA_1,HOBBIES_1_002,11121,3.97
CA_1,HOBBIES_1_002,11122,3.97
CA_1,HOBBIES_1_002,11123,3.97
CA_1,HOBBIES_1_002,11124,3.97
CA_1,HOBBIES_1_002,11125,3.97
CA_1,HOBBIES_1_002,11126,3.97
CA_1,HOBBIES_1_002,11127,3.97
CA_1,HOBBIES_1_002,11128,3.97
CA_1,HOBBIES_1_002,11129,3.97
CA_1,HOBBIES_1_002,11130,3.97
CA_1,HOBBIES_1_002,11131,3.97
CA_1,HOBBIES_1_002,11132,3.97
CA_1,HOBBIES_1_002,11133,3.97
CA_1,HOBBIES_1_002,11134,3.97
CA_1,HOBBIES_1_002,11135,3.97
CA_1,HOBBIES_1_002,11136,3.97
CA_1,HOBBIES_1_002,11137,3.97
CA_1,HOBBIES_1_002,11138,3.97
CA_1,HOBBIES_1_002,11139,3.97
CA_1,HOBBIES_1_002,11140,3.97
CA_1,HOBBIES_1_002,11141,3.97
CA_1,HOBBIES_1_002,11142,3.97
CA_1,HOBBIES_1_002,11143,3.97
CA_1,HOBBIES_1_002,11144,3.97
CA_1,HOBBIES_1_002,11145,3.97
CA_1,HOBBIES_1_002,11146,3.97
CA_1,HOBBIES_1_002,11147,3.97
CA_1,HOBBIES_1_002,11148,3.97
CA_1,HOBBIES_1_002,11149,3.97
CA_1,HOBBIES_1_002,11150,3.97
CA_1,HOBBIES_1_002,11151,3.97
CA_1,HOBBIES_1_002,11152,3.97
CA_1,HOBBIES_1_002,11201,3.97
CA_1,HOBBIES_1_002,11202,3.97
CA_1,HOBBIES_1_002,11203,3.97
CA_1,HOBBIES_1_002,11204,3.97
CA_1,HOBBIES_1_002,11205,3.97
CA_1,HOBBIES_1_002,11206,3.97
CA_1,HOBBIES_1_002,11207,3.97
CA_1,HOBBIES_1_002,11208,3.97
CA_1,HOBBIES_1_002,11209,3.97
CA_1,HOBBIES_1_002,11210,3.97
CA_1,HOBBIES_1_002,11211,3.97
CA_1,HOBBIES_1_002,11212,3.97
CA_1,HOBBIES_1_002,11213,3.97
CA_1,HOBBIES_1_002,11214,3.97
CA_1,HOBBIES_1_002,11215,3.97
CA_1,HOBBIES_1_002,11216,3.97
CA_1,HOBBIES_1_002,11217,3.97
CA_1,HOBBIES_1_002,11218,3.97
CA_1,HOBBIES_1_002,11219,3.97
CA_1,HOBBIES_1_002,11220,3.97
CA_1,HOBBIES_1_002,11221,3.97
CA_1,HOBBIES_1_002,11222,3.97
CA_1,HOBBIES_1_002,11223,3.97
CA_1,HOBBIES_1_002,11224,3.97
CA_1,HOBBIES_1_002,11225,3.97
CA_1,HOBBIES_1_002,11226,3.97
CA_1,HOBBIES_1_002,11227,3.97
CA_1,HOBBIES_1_002,11228,3.97
CA_1,HOBBIES_1_002,11229,3.97
CA_1,HOBBIES_1_002,11230,3.97
CA_1,HOBBIES_1_002,11231,3.97
CA_1,HOBBIES_1_002,11232,3.97
CA_1,HOBBIES_1_002,11233,3.97
CA_1,HOBBIES_1_002,11234,3.97
CA_1,HOBBIES_1_002,11235,3.97
CA_1,HOBBIES_1_002,11236,3.97
CA_1,HOBBIES_1_002,11237,3.97
CA_1,HOBBIES_1_002,11238,3.97
CA_1,HOBBIES_1_002,11239,3.97
CA_1,HOBBIES_1_002,11240,3.97
CA_1,HOBBIES_1_002,11241,3.97
CA_1,HOBBIES_1_002,11242,3.97
CA_1,HOBBIES_1_002,11243,3.97
CA_1,HOBBIES_1_002,11244,3.97
CA_1,HOBBIES_1_002,11245,3.97
CA_1,HOBBIES_1_002,11246,3.97
CA_1,HOBBIES_1_002,11247,3.97
CA_1,HOBBIES_1_002,11248,3.97
CA_1,HOBBIES_1_002,11249,3.97
CA_1,HOBBIES_1_002,11250,3.97
CA_1,HOBBIES_1_002,11251,3.97
CA_1,HOBBIES_1_002,11252,3.97
CA_1,HOBBIES_1_002,11301,3.97
CA_1,HOBBIES_1_002,11302,3.97
CA_1,HOBBIES_1_002,11303,3.97
CA_1,HOBBIES_1_002,11304,3.97
CA_1,HOBBIES_1_002,11305,3.97
CA_1,HOBBIES_1_002,11306,3.97
CA_1,HOBBIES_1_002,11307,3.97
CA_1,HOBBIES_1_002,11308,3.97
CA_1,HOBBIES_1_002,11309,3.97
CA_1,HOBBIES_1_002,11310,3.97
CA_1,HOBBIES_1_002,11311,3.97
CA_1,HOBBIES_1_002,11312,3.97
CA_1,HOBBIES_1_002,11313,3.97
CA_1,HOBBIES_1_002,11314,3.97
CA_1,HOBBIES_1_002,11315,3.97
CA_1,HOBBIES_1_002,11316,3.97
CA_1,HOBBIES_1_002,11317,3.97
CA_1,HOBBIES_1_002,11318,3.97
CA_1,HOBBIES_1_002,11319,3.97
CA_1,HOBBIES_1_002,11320,3.97
CA_1,HOBBIES_1_002,11321,3.97
CA_1,HOBBIES_1_002,11322,3.97
CA_1,HOBBIES_1_002,11323,3.97
CA_1,HOBBIES_1_002,11324,3.97
CA_1,HOBBIES_1_002,11325,3.97
CA_1,HOBBIES_1_002,11326,3.97
CA_1,HOBBIES_1_002,11327,3.97
CA_1,HOBBIES_1_002,11328,3.97
CA_1,HOBBIES_1_002,11329,3.97
CA_1,HOBBIES_1_002,11330,3.97
CA_1,HOBBIES_1_002,11331,3.97
CA_1,HOBBIES_1_002,11332,3.97
CA_1,HOBBIES_1_002,11333,3.97
CA_1,HOBBIES_1_002,11334,3.97
CA_1,HOBBIES_1_002,11335,3.97
CA_1,HOBBIES_1_002,11336,3.97
CA_1,HOBBIES_1_002,11337,3.97
CA_1,HOBBIES_1_002,11338,3.97
CA_1,HOBBIES_1_002,11339,3.97
CA_1,HOBBIES_1_002,11340,3.97
CA_1,HOBBIES_1_002,11341,3.97
CA_1,HOBBIES_1_002,11342,3.97
CA_1,HOBBIES_1_002,11343,3.97
CA_1,HOBBIES_1_002,11344,3.97
CA_1,HOBBIES_1_002,11345,3.97
CA_1,HOBBIES_1_002,11346,3.97
CA_1,HOBBIES_1_002,11347,3.97
CA_1,HOBBIES_1_002,11348,3.97
CA_1,HOBBIES_1_002,11349,3.97
CA_1,HOBBIES_1_002,11350,3.97
CA_1,HOBBIES_1_002,11351,3.97
CA_1,HOBBIES_1_002,11352,3.97
CA_1,HOBBIES_1_002,11353,3.97
CA_1,HOBBIES_1_002,11401,3.97
CA_1,HOBBIES_1_002,11402,3.97
CA_1,HOBBIES_1_002,11403,3.97
CA_1,HOBBIES_1_002,11404,3.97
CA_1,HOBBIES_1_002,11405,3.97
CA_1,HOBBIES_1_002,11406,3.97
CA_1,HOBBIES_1_002,11407,3.97
CA_1,HOBBIES_1_002,11408,3.97
CA_1,HOBBIES_1_002,11409,3.97
CA_1,HOBBIES_1_002,11410,3.97
CA_1,HOBBIES_1_002,11411,3.97
CA_1,HOBBIES_1_002,11412,3.97
CA_1,HOBBIES_1_002,11413,3.97
CA_1,HOBBIES_1_002,11414,3.97
CA_1,HOBBIES_1_002,11415,3.97
CA_1,HOBBIES_1_002,11416,3.97
CA_1,HOBBIES_1_002,11417,3.97
CA_1,HOBBIES_1_002,11418,3.97
CA_1,HOBBIES_1_002,11419,3.97
CA_1,HOBBIES_1_002,11420,3.97
CA_1,HOBBIES_1_002,11421,3.97
CA_1,HOBBIES_1_002,11422,3.97
CA_1,HOBBIES_1_002,11423,3.97
CA_1,HOBBIES_1_002,11424,3.97
CA_1,HOBBIES_1_002,11425,3.97
CA_1,HOBBIES_1_002,11426,3.97
CA_1,HOBBIES_1_002,11427,3.97
CA_1,HOBBIES_1_002,11428,3.97
CA_1,HOBBIES_1_002,11429,3.97
CA_1,HOBBIES_1_002,11430,3.97
CA_1,HOBBIES_1_002,11431,3.97
CA_1,HOBBIES_1_002,11432,3.97
CA_1,HOBBIES_1_002,11433,3.97
CA_1,HOBBIES_1_002,11434,3.97
CA_1,HOBBIES_1_002,11435,3.97
CA_1,HOBBIES_1_002,11436,3.97
CA_1,HOBBIES_1_002,11437,3.97
CA_1,HOBBIES_1_002,11438,3.97
CA_1,HOBBIES_1_002,11439,3.97
CA_1,HOBBIES_1_002,11440,3.97
CA_1,HOBBIES_1_002,11441,3.97
CA_1,HOBBIES_1_002,11442,3.97
CA_1,HOBBIES_1_002,11443,3.97
CA_1,HOBBIES_1_002,11444,3.97
CA_1,HOBBIES_1_002,11445,3.97
CA_1,HOBBIES_1_002,11446,3.97
CA_1,HOBBIES_1_002,11447,3.97
CA_1,HOBBIES_1_002,11448,3.97
CA_1,HOBBIES_1_002,11449,3.97
CA_1,HOBBIES_1_002,11450,3.97
CA_1,HOBBIES_1_002,11451,3.97
CA_1,HOBBIES_1_002,11452,3.97
CA_1,HOBBIES_1_002,11501,3.97
CA_1,HOBBIES_1_002,11502,3.97
CA_1,HOBBIES_1_002,11503,3.97
CA_1,HOBBIES_1_002,11504,3.97
CA_1,HOBBIES_1_002,11505,3.97
CA_1,HOBBIES_1_002,11506,3.97
CA_1,HOBBIES_1_002,11507,3.97
CA_1,HOBBIES_1_002,11508,3.97
CA_1,HOBBIES_1_002,11509,3.97
CA_1,HOBBIES_1_002,11510,3.97
CA_1,HOBBIES_1_002,11511,3.97
CA_1,HOBBIES_1_002,11512,3.97
CA_1,HOBBIES_1_002,11513,3.97
CA_1,HOBBIES_1_002,11514,3.97
CA_1,HOBBIES_1_002,11515,3.97
CA_1,HOBBIES_1_002,11516,3.97
CA_1,HOBBIES_1_002,11517,3.97
CA_1,HOBBIES_1_002,11518,3.97
CA_1,HOBBIES_1_002,11519,3.97
CA_1,HOBBIES_1_002,11520,3.97
CA_1,HOBBIES_1_002,11521,3.97
CA_1,HOBBIES_1_002,11522,3.97
CA_1,HOBBIES_1_002,11523,3.97
CA_1,HOBBIES_1_002,11524,3.97
CA_1,HOBBIES_1_002,11525,3.97
CA_1,HOBBIES_1_002,11526,3.97
CA_1,HOBBIES_1_002,11527,3.97
CA_1,HOBBIES_1_002,11528,3.97
CA_1,HOBBIES_1_002,11529,3.97
CA_1,HOBBIES_1_002,11530,3.97
CA_1,HOBBIES_1_002,11531,3.97
CA_1,HOBBIES_1_002,11532,3.97
CA_1,HOBBIES_1_002,11533,3.97
CA_1,HOBBIES_1_002,11534,3.97
CA_1,HOBBIES_1_002,11535,3.97
CA_1,HOBBIES_1_002,11536,3.97
CA_1,HOBBIES_1_002,11537,3.97
CA_1,HOBBIES_1_002,11538,3.97
CA_1,HOBBIES_1_002,11539,3.97
CA_1,HOBBIES_1_002,11540,3.97
CA_1,HOBBIES_1_002,11541,3.97
CA_1,HOBBIES_1_002,11542,3.97
CA_1,HOBBIES_1_002,11543,3.97
CA_1,HOBBIES_1_002,11544,3.97
CA_1,HOBBIES_1_002,11545,3.97
CA_1,HOBBIES_1_002,11546,3.97
CA_1,HOBBIES_1_002,11547,3.97
CA_1,HOBBIES_1_002,11548,3.97
CA_1,HOBBIES_1_002,11549,3.97
CA_1,HOBBIES_1_002,11550,3.97
CA_1,HOBBIES_1_002,11551,3.97
CA_1,HOBBIES_1_002,11552,3.97
CA_1,HOBBIES_1_002,11601,3.97
CA_1,HOBBIES_1_002,11602,3.97
CA_1,HOBBIES_1_002,11603,3.97
CA_1,HOBBIES_1_002,11604,3.97
CA_1,HOBBIES_1_002,11605,3.97
CA_1,HOBBIES_1_002,11606,3.97
CA_1,HOBBIES_1_002,11607,3.97
CA_1,HOBBIES_1_002,11608,3.97
CA_1,HOBBIES_1_002,11609,3.97
CA_1,HOBBIES_1_002,11610,3.97
CA_1,HOBBIES_1_002,11611,3.97
CA_1,HOBBIES_1_002,11612,3.97
CA_1,HOBBIES_1_002,11613,3.97
CA_1,HOBBIES_1_002,11614,3.97
CA_1,HOBBIES_1_002,11615,3.97
CA_1,HOBBIES_1_002,11616,3.97
CA_1,HOBBIES_1_002,11617,3.97
CA_1,HOBBIES_1_002,11618,3.97
CA_1,HOBBIES_1_002,11619,3.97
CA_1,HOBBIES_1_002,11620,3.97
CA_1,HOBBIES_1_002,11621,3.97
CA_1,HOBBIES_1_003,11401,2.97
CA_1,HOBBIES_1_003,11402,2.97
CA_1,HOBBIES_1_003,11403,2.97
CA_1,HOBBIES_1_003,11404,2.97
CA_1,HOBBIES_1_003,11405,2.97
CA_1,HOBBIES_1_003,11406,2.97
CA_1,HOBBIES_1_003,11407,2.97
CA_1,HOBBIES_1_003,11408,2.97
CA_1,HOBBIES_1_003,11409,2.97
CA_1,HOBBIES_1_003,11410,2.97
CA_1,HOBBIES_1_003,11411,2.97
CA_1,HOBBIES_1_003,11412,2.97
CA_1,HOBBIES_1_003,11413,2.97
CA_1,HOBBIES_1_003,11414,2.97
CA_1,HOBBIES_1_003,11415,2.97
CA_1,HOBBIES_1_003,11416,2.97
CA_1,HOBBIES_1_003,11417,2.97
CA_1,HOBBIES_1_003,11418,2.97
CA_1,HOBBIES_1_003,11419,2.97
CA_1,HOBBIES_1_003,11420,2.97
CA_1,HOBBIES_1_003,11421,2.97
CA_1,HOBBIES_1_003,11422,2.97
CA_1,HOBBIES_1_003,11423,2.97
CA_1,HOBBIES_1_003,11424,2.97
CA_1,HOBBIES_1_003,11425,2.97
CA_1,HOBBIES_1_003,11426,2.97
CA_1,HOBBIES_1_003,11427,2.97
CA_1,HOBBIES_1_003,11428,2.97
CA_1,HOBBIES_1_003,11429,2.97
CA_1,HOBBIES_1_003,11430,2.97
CA_1,HOBBIES_1_003,11431,2.97
CA_1,HOBBIES_1_003,11432,2.97
CA_1,HOBBIES_1_003,11433,2.97
CA_1,HOBBIES_1_003,11434,2.97
CA_1,HOBBIES_1_003,11435,2.97
CA_1,HOBBIES_1_003,11436,2.97
CA_1,HOBBIES_1_003,11437,2.97
CA_1,HOBBIES_1_003,11438,2.97
CA_1,HOBBIES_1_003,11439,2.97
CA_1,HOBBIES_1_003,11440,2.97
CA_1,HOBBIES_1_003,11441,2.97
CA_1,HOBBIES_1_003,11442,2.97
CA_1,HOBBIES_1_003,11443,2.97
CA_1,HOBBIES_1_003,11444,2.97
CA_1,HOBBIES_1_003,11445,2.97
CA_1,HOBBIES_1_003,11446,2.97
CA_1,HOBBIES_1_003,11447,2.97
CA_1,HOBBIES_1_003,11448,2.97
CA_1,HOBBIES_1_003,11449,2.97
CA_1,HOBBIES_1_003,11450,2.97
CA_1,HOBBIES_1_003,11451,2.97
CA_1,HOBBIES_1_003,11452,2.97
CA_1,HOBBIES_1_003,11501,2.97
